ScanCode,TimeStamp
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
5.36048E+13,4/14/22 9:43
